21.243288;-12.949375;-38.43165667;13.2
21.404222;-12.94938;-38.431655;13.3
21.72609;-12.949385;-38.43165333;13.5
21.72609;-12.94939;-38.43165;13.5
21.565156;-12.949395;-38.43164833;13.4
21.72609;-12.9494;-38.431645;13.5
21.404222;-12.949405;-38.43164333;13.3
21.887024;-12.94941;-38.43164;13.6
21.887024;-12.949415;-38.43163833;13.6
22.369826;-12.94942;-38.431635;13.9
22.369826;-12.949425;-38.43163167;13.9
21.72609;-12.94943;-38.43163;13.5
22.369826;-12.94943333;-38.43162667;13.9
21.887024;-12.94943833;-38.43162333;13.6
21.887024;-12.94944333;-38.43162;13.6
22.691694;-12.94944833;-38.43161667;14.1
22.691694;-12.94945333;-38.43161333;14.1
21.887024;-12.94945667;-38.43161;13.6
22.53076;-12.94946167;-38.43160667;14
22.53076;-12.94946667;-38.43160333;14
21.72609;-12.94947;-38.4316;13.5
22.852628;-12.949475;-38.43159667;14.2
23.013562;-12.94948;-38.43159333;14.3
22.53076;-12.949485;-38.43159;14
22.53076;-12.94948833;-38.43158667;14
22.691694;-12.94949333;-38.43158333;14.1
22.691694;-12.94949833;-38.43157833;14.1
22.852628;-12.94950167;-38.431575;14.2
22.852628;-12.94950667;-38.43157167;14.2
22.852628;-12.94951167;-38.43156833;14.2
22.852628;-12.949515;-38.431565;14.2
22.852628;-12.94952;-38.43156;14.2
23.013562;-12.949525;-38.43155667;14.3
23.013562;-12.94952833;-38.43155333;14.3
23.174496;-12.94953333;-38.43155;14.4
23.496364;-12.94953833;-38.431545;14.6
23.496364;-12.94954167;-38.43154167;14.6
23.496364;-12.94954667;-38.43153833;14.6
23.496364;-12.94955167;-38.43153333;14.6
23.496364;-12.949555;-38.43153;14.6
23.33543;-12.94956;-38.431525;14.5
23.33543;-12.949565;-38.43152167;14.5
23.33543;-12.94956833;-38.43151833;14.5
23.33543;-12.94957333;-38.43151333;14.5
23.657298;-12.94957833;-38.43151;14.7
23.657298;-12.94958167;-38.431505;14.7
23.657298;-12.94958667;-38.43150167;14.7
23.818232;-12.94959167;-38.43149833;14.8
24.1401;-12.949595;-38.43149333;15
24.1401;-12.9496;-38.43149;15
24.1401;-12.949605;-38.431485;15
24.1401;-12.94960833;-38.43148167;15
24.1401;-12.94961333;-38.43147667;15
24.1401;-12.94961833;-38.43147333;15
24.461968;-12.94962167;-38.43146833;15.2
24.461968;-12.94962667;-38.43146333;15.2
24.622902;-12.94963167;-38.43146;15.3
24.622902;-12.949635;-38.431455;15.3
24.461968;-12.94964;-38.43145;15.2
24.1401;-12.94964333;-38.43144667;15
24.622902;-12.94964833;-38.43144167;15.3
24.783836;-12.94965167;-38.43143667;15.4
25.105704;-12.94965667;-38.43143167;15.6
24.94477;-12.94966;-38.43142833;15.5
24.94477;-12.949665;-38.43142333;15.5
24.783836;-12.94966833;-38.43141833;15.4
24.783836;-12.94967333;-38.43141333;15.4
24.622902;-12.94967667;-38.43140833;15.3
24.622902;-12.94968167;-38.43140333;15.3
24.94477;-12.949685;-38.43139833;15.5
24.622902;-12.94968833;-38.43139333;15.3
24.622902;-12.94969167;-38.43138833;15.3
24.622902;-12.94969667;-38.43138333;15.3
24.783836;-12.9497;-38.43137833;15.4
24.94477;-12.94970333;-38.43137333;15.5
24.94477;-12.94970667;-38.43136833;15.5
24.94477;-12.94971;-38.43136167;15.5
25.105704;-12.94971333;-38.43135667;15.6
25.105704;-12.94971667;-38.43135167;15.6
25.105704;-12.94972;-38.431345;15.6
25.266638;-12.94972333;-38.43134;15.7
25.266638;-12.949725;-38.431335;15.7
25.266638;-12.94972833;-38.43132833;15.7
25.266638;-12.94973167;-38.43132333;15.7
25.266638;-12.949735;-38.43131667;15.7
25.427572;-12.94973667;-38.43131167;15.8
24.783836;-12.94974;-38.431305;15.4
24.783836;-12.94974167;-38.4313;15.4
24.783836;-12.949745;-38.43129333;15.4
25.105704;-12.94974667;-38.43128833;15.6
24.783836;-12.94974833;-38.43128167;15.4
24.783836;-12.94975167;-38.431275;15.4
24.783836;-12.94975333;-38.43127;15.4
24.622902;-12.949755;-38.43126333;15.3
25.105704;-12.94975667;-38.43125833;15.6
24.783836;-12.94975833;-38.43125167;15.4
24.783836;-12.94976;-38.431245;15.4
24.461968;-12.94976333;-38.43124;15.2
24.622902;-12.94976333;-38.43123333;15.3
25.105704;-12.949765;-38.43122667;15.6
25.105704;-12.94976667;-38.43122167;15.6
24.783836;-12.94976833;-38.431215;15.4
24.783836;-12.94976833;-38.43120833;15.4
24.783836;-12.94977;-38.43120167;15.4
24.783836;-12.94977167;-38.43119667;15.4
24.94477;-12.94977167;-38.43119;15.5
24.461968;-12.94977333;-38.43118333;15.2
24.783836;-12.949775;-38.43117667;15.4
24.94477;-12.949775;-38.43117167;15.5
24.461968;-12.94977667;-38.431165;15.2
25.105704;-12.94977667;-38.43115833;15.6
24.783836;-12.94977667;-38.43115167;15.4
24.622902;-12.94977833;-38.431145;15.3
24.622902;-12.94977833;-38.43114;15.3
24.301034;-12.94977833;-38.43113333;15.1
24.461968;-12.94978;-38.43112667;15.2
24.461968;-12.94977833;-38.43112;15.2
24.1401;-12.94977833;-38.431115;15
24.301034;-12.94977833;-38.43110833;15.1
23.818232;-12.94977833;-38.43110167;14.8
24.301034;-12.94977833;-38.431095;15.1
24.461968;-12.94977833;-38.43109;15.2
24.301034;-12.94977667;-38.43108333;15.1
23.979166;-12.94977667;-38.43107667;14.9
23.657298;-12.94977667;-38.43107167;14.7
24.301034;-12.949775;-38.431065;15.1
24.301034;-12.949775;-38.43105833;15.1
23.979166;-12.949775;-38.43105333;14.9
23.979166;-12.94977333;-38.43104667;14.9
23.979166;-12.94977167;-38.43104;14.9
24.1401;-12.94977167;-38.431035;15
23.979166;-12.94977;-38.43102833;14.9
23.979166;-12.94976833;-38.43102167;14.9
23.979166;-12.94976833;-38.43101667;14.9
23.979166;-12.94976667;-38.43101;14.9
23.979166;-12.949765;-38.431005;14.9
24.1401;-12.94976333;-38.43099833;15
23.496364;-12.94976167;-38.43099167;14.6
23.818232;-12.94976;-38.43098667;14.8
23.818232;-12.94975833;-38.43098;14.8
23.818232;-12.94975667;-38.430975;14.8
23.818232;-12.949755;-38.43096833;14.8
23.657298;-12.94975333;-38.43096333;14.7
23.657298;-12.94975167;-38.43095667;14.7
23.657298;-12.94975;-38.43095167;14.7
23.818232;-12.94974833;-38.43094667;14.8
23.818232;-12.949745;-38.43094;14.8
23.818232;-12.94974333;-38.430935;14.8
24.1401;-12.94974167;-38.43092833;15
23.818232;-12.94974;-38.43092333;14.8
24.301034;-12.94973667;-38.43091667;15.1
23.818232;-12.949735;-38.43091167;14.8
23.979166;-12.94973167;-38.43090667;14.9
23.979166;-12.94973;-38.4309;14.9
23.818232;-12.94972667;-38.430895;14.8
23.818232;-12.949725;-38.43089;14.8
23.818232;-12.94972167;-38.43088333;14.8
23.818232;-12.94972;-38.43087833;14.8
23.818232;-12.94971667;-38.43087333;14.8
23.979166;-12.94971333;-38.43086667;14.9
23.979166;-12.94971167;-38.43086167;14.9
23.979166;-12.94970833;-38.43085667;14.9
23.657298;-12.949705;-38.43085167;14.7
23.818232;-12.94970167;-38.43084667;14.8
23.657298;-12.94969833;-38.43084167;14.7
23.33543;-12.949695;-38.43083667;14.5
23.496364;-12.94969167;-38.43083167;14.6
23.496364;-12.94968833;-38.43082667;14.6
23.33543;-12.949685;-38.43082167;14.5
23.33543;-12.94968167;-38.43081667;14.5
23.33543;-12.94967833;-38.43081167;14.5
23.33543;-12.94967333;-38.43080833;14.5
23.013562;-12.94967;-38.43080333;14.3
22.852628;-12.94966667;-38.43079833;14.2
23.013562;-12.94966167;-38.430795;14.3
22.691694;-12.94965833;-38.43079;14.1
23.013562;-12.949655;-38.43078667;14.3
23.013562;-12.94965;-38.43078167;14.3
22.852628;-12.94964667;-38.43077833;14.2
22.852628;-12.94964167;-38.43077333;14.2
22.691694;-12.94963833;-38.43077;14.1
22.691694;-12.94963333;-38.43076667;14.1
22.53076;-12.94962833;-38.43076167;14
22.53076;-12.949625;-38.43075833;14
22.53076;-12.94962;-38.430755;14
22.53076;-12.94961667;-38.43075167;14
22.53076;-12.94961167;-38.43074667;14
22.53076;-12.94960667;-38.43074333;14
22.53076;-12.94960333;-38.43074;14
22.53076;-12.94959833;-38.43073667;14
22.691694;-12.94959333;-38.43073333;14.1
23.174496;-12.94959;-38.43073;14.4
23.013562;-12.949585;-38.43072667;14.3
23.013562;-12.94958;-38.43072333;14.3
23.013562;-12.949575;-38.43072;14.3
23.013562;-12.94957;-38.430715;14.3
23.33543;-12.94956667;-38.43071167;14.5
23.174496;-12.94956167;-38.43070833;14.4
23.33543;-12.94955667;-38.430705;14.5
23.33543;-12.94955167;-38.43070167;14.5
23.496364;-12.94954667;-38.43069833;14.6
23.657298;-12.94954167;-38.430695;14.7
23.33543;-12.94953667;-38.43069167;14.5
23.33543;-12.94953167;-38.43068833;14.5
23.818232;-12.94952667;-38.430685;14.8
23.33543;-12.94952167;-38.43068167;14.5
23.818232;-12.94951667;-38.43067833;14.8
23.657298;-12.94951167;-38.430675;14.7
23.657298;-12.94950833;-38.43067167;14.7
23.657298;-12.94950333;-38.43066833;14.7
23.818232;-12.94949833;-38.430665;14.8
23.174496;-12.94949333;-38.43066167;14.4
23.657298;-12.94948833;-38.43065833;14.7
23.657298;-12.94948333;-38.430655;14.7
23.657298;-12.94947833;-38.43065167;14.7
23.657298;-12.94947333;-38.43064833;14.7
23.657298;-12.94946833;-38.430645;14.7
23.657298;-12.94946333;-38.43064;14.7
23.657298;-12.94945833;-38.43063667;14.7
23.657298;-12.94945333;-38.43063333;14.7
23.657298;-12.94944833;-38.43063;14.7
23.657298;-12.949445;-38.43062667;14.7
23.657298;-12.94944;-38.43062333;14.7
23.657298;-12.949435;-38.43062;14.7
23.657298;-12.94943;-38.43061667;14.7
23.657298;-12.949425;-38.43061167;14.7
23.657298;-12.94942;-38.43060833;14.7
23.657298;-12.94941667;-38.430605;14.7
23.657298;-12.94941167;-38.43060167;14.7
23.657298;-12.94940667;-38.43059667;14.7
23.657298;-12.94940167;-38.43059333;14.7
23.657298;-12.94939667;-38.43059;14.7
24.1401;-12.94939333;-38.430585;15
23.496364;-12.94938833;-38.43058167;14.6
23.657298;-12.94938333;-38.43057833;14.7
23.657298;-12.94937833;-38.43057333;14.7
23.818232;-12.949375;-38.43057;14.8
23.818232;-12.94937;-38.43056667;14.8
23.818232;-12.949365;-38.43056167;14.8
23.979166;-12.94936167;-38.43055833;14.9
23.979166;-12.94935667;-38.43055333;14.9
23.979166;-12.94935167;-38.43055;14.9
23.979166;-12.94934667;-38.430545;14.9
23.818232;-12.94934333;-38.43054167;14.8
23.818232;-12.94933833;-38.43053667;14.8
23.979166;-12.949335;-38.43053333;14.9
23.979166;-12.94933;-38.43052833;14.9
23.979166;-12.949325;-38.430525;14.9
23.979166;-12.94932167;-38.43052;14.9
23.818232;-12.94931667;-38.43051667;14.8
23.818232;-12.94931333;-38.43051167;14.8
23.818232;-12.94930833;-38.43050833;14.8
23.818232;-12.94930333;-38.43050333;14.8
24.1401;-12.9493;-38.43049833;15
24.301034;-12.949295;-38.430495;15.1
24.301034;-12.94929167;-38.43049;15.1
24.1401;-12.94928667;-38.430485;15
24.1401;-12.94928333;-38.43048167;15
24.301034;-12.94927833;-38.43047667;15.1
24.1401;-12.949275;-38.43047167;15
24.461968;-12.94927;-38.43046667;15.2
24.301034;-12.94926667;-38.43046333;15.1
24.301034;-12.94926333;-38.43045833;15.1
24.461968;-12.94925833;-38.43045333;15.2
24.301034;-12.949255;-38.43044833;15.1
24.783836;-12.94925;-38.43044333;15.4
24.622902;-12.94924667;-38.43044;15.3
24.622902;-12.94924167;-38.430435;15.3
24.622902;-12.94923833;-38.43043;15.3
24.622902;-12.94923333;-38.430425;15.3
24.622902;-12.94923;-38.43042;15.3
25.105704;-12.94922667;-38.430415;15.6
24.94477;-12.94922167;-38.43041;15.5
24.301034;-12.94921833;-38.430405;15.1
24.783836;-12.949215;-38.4304;15.4
24.783836;-12.94921;-38.430395;15.4
24.783836;-12.94920667;-38.43039;15.4
24.783836;-12.94920333;-38.430385;15.4
24.783836;-12.9492;-38.43038;15.4
24.783836;-12.949195;-38.430375;15.4
24.783836;-12.94919167;-38.43037;15.4
24.783836;-12.94918833;-38.430365;15.4
24.301034;-12.949185;-38.43036;15.1
24.783836;-12.94918;-38.430355;15.4
24.301034;-12.94917667;-38.43035;15.1
24.301034;-12.94917333;-38.430345;15.1
24.622902;-12.94917;-38.43034;15.3
24.783836;-12.94916667;-38.430335;15.4
24.461968;-12.94916333;-38.43033;15.2
24.461968;-12.94916;-38.430325;15.2
24.301034;-12.949155;-38.43032;15.1
24.461968;-12.94915167;-38.430315;15.2
24.461968;-12.94914833;-38.43030833;15.2
24.461968;-12.949145;-38.43030333;15.2
24.461968;-12.94914167;-38.43029833;15.2
24.622902;-12.94913833;-38.43029333;15.3
24.622902;-12.949135;-38.43028833;15.3
24.622902;-12.94913167;-38.43028333;15.3
24.622902;-12.94912833;-38.43027833;15.3
24.622902;-12.949125;-38.43027167;15.3
24.301034;-12.94912167;-38.43026667;15.1
24.301034;-12.94911833;-38.43026167;15.1
24.461968;-12.949115;-38.43025667;15.2
24.461968;-12.94911167;-38.43025167;15.2
24.461968;-12.94910833;-38.43024667;15.2
24.622902;-12.949105;-38.43024;15.3
24.301034;-12.94910167;-38.430235;15.1
24.622902;-12.94909833;-38.43023;15.3
24.622902;-12.949095;-38.430225;15.3
24.622902;-12.94909167;-38.43022;15.3
24.622902;-12.94908833;-38.43021333;15.3
24.622902;-12.949085;-38.43020833;15.3
24.622902;-12.94908167;-38.43020333;15.3
24.622902;-12.94907833;-38.43019833;15.3
24.622902;-12.949075;-38.43019167;15.3
24.622902;-12.94907333;-38.43018667;15.3
24.783836;-12.94907;-38.43018167;15.4
24.783836;-12.94906667;-38.43017667;15.4
24.301034;-12.94906333;-38.43017;15.1
24.94477;-12.94906;-38.430165;15.5
24.94477;-12.94905667;-38.43016;15.5
24.94477;-12.94905333;-38.430155;15.5
24.461968;-12.94905;-38.43014833;15.2
24.94477;-12.94904667;-38.43014333;15.5
24.783836;-12.94904333;-38.43013833;15.4
25.266638;-12.94904;-38.43013333;15.7
24.94477;-12.94903667;-38.43012667;15.5
24.783836;-12.94903333;-38.43012167;15.4
24.783836;-12.94903167;-38.43011667;15.4
24.622902;-12.94902833;-38.43011;15.3
25.105704;-12.949025;-38.430105;15.6
24.461968;-12.94902167;-38.4301;15.2
24.622902;-12.94901833;-38.430095;15.3
25.105704;-12.949015;-38.43008833;15.6
24.94477;-12.94901167;-38.43008333;15.5
24.94477;-12.94900833;-38.43007833;15.5
24.94477;-12.949005;-38.43007333;15.5
24.94477;-12.94900167;-38.43006667;15.5
24.94477;-12.949;-38.43006167;15.5
24.94477;-12.94899667;-38.43005667;15.5
24.94477;-12.94899333;-38.43005;15.5
24.94477;-12.94899;-38.430045;15.5
24.94477;-12.94898667;-38.43004;15.5
25.105704;-12.94898333;-38.43003333;15.6
25.105704;-12.94898;-38.43002833;15.6
25.427572;-12.94897667;-38.43002333;15.8
25.266638;-12.94897333;-38.43001667;15.7
25.427572;-12.94897;-38.43001167;15.8
25.266638;-12.94896667;-38.43000667;15.7
25.266638;-12.94896333;-38.43;15.7
25.266638;-12.94896167;-38.429995;15.7
25.74944;-12.94895833;-38.42999;16
25.266638;-12.948955;-38.42998333;15.7
25.74944;-12.94895167;-38.42997833;16
25.74944;-12.94894833;-38.42997167;16
25.588506;-12.948945;-38.42996667;15.9
25.588506;-12.94894167;-38.42996167;15.9
25.588506;-12.94893833;-38.429955;15.9
25.588506;-12.948935;-38.42995;15.9
25.427572;-12.94893167;-38.42994333;15.8
25.427572;-12.94893;-38.42993833;15.8
25.910374;-12.94892667;-38.42993167;16.1
25.427572;-12.94892333;-38.42992667;15.8
25.74944;-12.94892;-38.42992167;16
25.74944;-12.94891667;-38.429915;16
25.74944;-12.94891333;-38.42991;16
25.588506;-12.94891;-38.42990333;15.9
25.74944;-12.94890667;-38.42989833;16
25.74944;-12.94890333;-38.42989167;16
25.74944;-12.9489;-38.42988667;16
25.74944;-12.94889833;-38.42988;16
25.74944;-12.948895;-38.429875;16
25.74944;-12.94889167;-38.42987;16
25.74944;-12.94888833;-38.42986333;16
25.588506;-12.948885;-38.42985833;15.9
25.588506;-12.94888167;-38.42985167;15.9
25.588506;-12.94887833;-38.42984667;15.9
25.588506;-12.948875;-38.42984;15.9
25.266638;-12.94887167;-38.429835;15.7
25.588506;-12.94887;-38.42983;15.9
25.588506;-12.94886667;-38.42982333;15.9
25.427572;-12.94886333;-38.42981833;15.8
25.427572;-12.94886;-38.42981167;15.8
25.266638;-12.94885667;-38.42980667;15.7
25.105704;-12.94885333;-38.4298;15.6
25.105704;-12.94885167;-38.429795;15.6
25.105704;-12.94884833;-38.42979;15.6
24.94477;-12.948845;-38.42978333;15.5
25.105704;-12.94884167;-38.42977833;15.6
24.461968;-12.94883833;-38.42977167;15.2
24.622902;-12.94883667;-38.42976667;15.3
24.622902;-12.94883333;-38.42976167;15.3
24.622902;-12.94883;-38.429755;15.3
24.783836;-12.94882667;-38.42975;15.4
24.301034;-12.948825;-38.429745;15.1
24.301034;-12.94882167;-38.42973833;15.1
24.461968;-12.94881833;-38.42973333;15.2
24.461968;-12.948815;-38.42972833;15.2
24.461968;-12.94881333;-38.42972333;15.2
24.301034;-12.94881;-38.42971667;15.1
24.461968;-12.94880667;-38.42971167;15.2
24.301034;-12.94880333;-38.42970667;15.1
24.461968;-12.94880167;-38.4297;15.2
24.461968;-12.94879833;-38.429695;15.2
24.783836;-12.948795;-38.42969;15.4
24.783836;-12.94879333;-38.42968333;15.4
24.783836;-12.94879;-38.42967833;15.4
24.783836;-12.94878667;-38.42967333;15.4
24.783836;-12.94878333;-38.42966667;15.4
24.783836;-12.94878167;-38.42966167;15.4
24.622902;-12.94877833;-38.429655;15.3
24.622902;-12.948775;-38.42965;15.3
24.622902;-12.94877167;-38.429645;15.3
24.622902;-12.94877;-38.42963833;15.3
24.622902;-12.94876667;-38.42963333;15.3
24.783836;-12.94876333;-38.42962833;15.4
24.783836;-12.94876167;-38.42962167;15.4
24.783836;-12.94875833;-38.42961667;15.4
24.783836;-12.948755;-38.42961;15.4
25.105704;-12.94875333;-38.429605;15.6
25.105704;-12.94875;-38.4296;15.6
24.94477;-12.94874667;-38.42959333;15.5
24.94477;-12.948745;-38.42958833;15.5
24.94477;-12.94874167;-38.42958167;15.5
24.301034;-12.94873833;-38.42957667;15.1
24.622902;-12.94873667;-38.42957;15.3
24.622902;-12.94873333;-38.429565;15.3
24.622902;-12.94873;-38.42956;15.3
24.783836;-12.94872833;-38.42955333;15.4
24.783836;-12.948725;-38.42954833;15.4
24.301034;-12.94872333;-38.42954167;15.1
24.461968;-12.94872;-38.42953667;15.2
24.783836;-12.94871833;-38.42953;15.4
24.1401;-12.948715;-38.429525;15
24.301034;-12.94871167;-38.42952;15.1
24.301034;-12.94871;-38.42951333;15.1
24.301034;-12.94870833;-38.42950833;15.1
24.301034;-12.948705;-38.42950167;15.1
24.301034;-12.94870333;-38.42949667;15.1
24.301034;-12.9487;-38.42949167;15.1
24.301034;-12.94869833;-38.429485;15.1
24.301034;-12.948695;-38.42948;15.1
24.301034;-12.94869333;-38.42947333;15.1
24.301034;-12.94869;-38.42946833;15.1
24.301034;-12.94868833;-38.42946167;15.1
24.783836;-12.94868667;-38.42945667;15.4
24.1401;-12.94868333;-38.42945;15
24.1401;-12.94868167;-38.429445;15
24.301034;-12.94867833;-38.42944;15.1
24.461968;-12.94867667;-38.42943333;15.2
24.622902;-12.948675;-38.42942833;15.3
24.783836;-12.94867167;-38.42942167;15.4
24.1401;-12.94867;-38.42941667;15
24.301034;-12.94866833;-38.42941;15.1
24.301034;-12.948665;-38.429405;15.1
24.301034;-12.94866333;-38.42939833;15.1
24.1401;-12.94866167;-38.42939333;15
24.1401;-12.94865833;-38.42938667;15
24.1401;-12.94865667;-38.42938167;15
24.1401;-12.94865333;-38.429375;15
24.1401;-12.94865167;-38.42937;15
24.1401;-12.94865;-38.42936333;15
24.301034;-12.94864833;-38.42935833;15.1
24.1401;-12.948645;-38.42935167;15
24.1401;-12.94864333;-38.42934667;15
24.301034;-12.94864167;-38.42934;15.1
24.301034;-12.94864;-38.429335;15.1
24.301034;-12.94863667;-38.42932833;15.1
24.301034;-12.948635;-38.42932333;15.1
24.301034;-12.94863333;-38.42931667;15.1
24.94477;-12.94863167;-38.42931167;15.5
24.94477;-12.94863;-38.429305;15.5
24.783836;-12.94862667;-38.4293;15.4
24.783836;-12.948625;-38.42929333;15.4
24.622902;-12.94862333;-38.42928667;15.3
24.94477;-12.94862167;-38.42928167;15.5
25.105704;-12.94862;-38.429275;15.6
24.783836;-12.94861833;-38.42926833;15.4
24.783836;-12.94861667;-38.42926333;15.4
24.94477;-12.948615;-38.42925667;15.5
24.94477;-12.94861333;-38.42925;15.5
24.94477;-12.94861167;-38.42924333;15.5
25.105704;-12.94861;-38.42923833;15.6
24.94477;-12.94861;-38.42923167;15.5
25.105704;-12.94860833;-38.429225;15.6
25.105704;-12.94860667;-38.42921833;15.6
25.105704;-12.948605;-38.42921333;15.6
25.427572;-12.94860333;-38.42920667;15.8
25.427572;-12.94860167;-38.4292;15.8
25.427572;-12.9486;-38.42919333;15.8
25.266638;-12.9486;-38.42918833;15.7
25.427572;-12.94859833;-38.42918167;15.8
25.266638;-12.94859667;-38.429175;15.7
25.74944;-12.948595;-38.42916833;16
25.74944;-12.94859333;-38.42916167;16
25.74944;-12.94859167;-38.429155;16
25.588506;-12.94859167;-38.42915;15.9
25.588506;-12.94859;-38.42914333;15.9
25.74944;-12.94858833;-38.42913667;16
25.74944;-12.94858667;-38.42913;16
26.071308;-12.948585;-38.42912333;16.2
26.071308;-12.948585;-38.42911667;16.2
25.910374;-12.94858333;-38.42911;16.1
26.071308;-12.94858167;-38.42910333;16.2
25.910374;-12.94858;-38.42909667;16.1
25.910374;-12.94858;-38.42909167;16.1
25.910374;-12.94857833;-38.429085;16.1
26.071308;-12.94857667;-38.42907833;16.2
26.071308;-12.948575;-38.42907167;16.2
26.071308;-12.948575;-38.429065;16.2
25.588506;-12.94857333;-38.42905833;15.9
25.74944;-12.94857167;-38.42905167;16
25.588506;-12.94857;-38.429045;15.9
25.588506;-12.94857;-38.42903833;15.9
25.266638;-12.94856833;-38.42903167;15.7
